id,title,country,date,medium,figure_type,regime,seculo,confidence,promoted,url
SCOUT-586,Unité et indivisibilité de la République : [estampe] / [non identifié],FR,1793-1794,estampa,République,FUNDACIONAL,,baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b8412185d
SCOUT-587,Statue de la République : [photographie] / [Hippolyte Blancard],FR,1889,fotografia,République,FUNDACIONAL,,baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b11600336m
SCOUT-588,Statue de la République devant le Dôme central : [photographie] / [Hippolyte Blancard],FR,1889,fotografia,République,FUNDACIONAL,,baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b11600332t
SCOUT-589,Sketch of an Allegory of the Abolition of Slavery,FR,ca. 1848,escultura,Alegoria feminina,FUNDACIONAL,,baixo,yes,https://www.metmuseum.org/art/collection/search/848124
SCOUT-590,Allegory of Winter,FR,,pintura,Alegoria feminina,INDETERMINADO,,baixo,no,https://www.metmuseum.org/art/collection/search/436837
SCOUT-591,La Liberté,FR,ca. 1794,estampa,Liberté,FUNDACIONAL,,baixo,yes,https://www.metmuseum.org/art/collection/search/821181
SCOUT-592,Grabmal für Marianne Lincke,FR,,indeterminado,Marianne,INDETERMINADO,,baixo,no,http://www.deutschefotothek.de/documents/obj/32026343
SCOUT-593,Headstone of Marianne Willemer,FR,,indeterminado,Marianne,INDETERMINADO,,baixo,no,http://www.bildindex.de/document/obj20446875
SCOUT-594,Headstone Marianne Sonneborn (+ 1806),FR,,indeterminado,Marianne,INDETERMINADO,,baixo,no,http://www.bildindex.de/document/obj20458194
SCOUT-595,Marianne van Frankrijk,FR,,indeterminado,Marianne,INDETERMINADO,,baixo,no,http://balat.kikirpa.be/object/153758
SCOUT-596,Grabmal für Marianne Schadow,FR,,indeterminado,Marianne,INDETERMINADO,,baixo,no,http://www.bildindex.de/document/obj20497073
SCOUT-597,Memorial of Paul and Marianne Ehrlich,FR,,indeterminado,Marianne,INDETERMINADO,,baixo,no,http://www.bildindex.de/document/obj20446890
SCOUT-598,Münze,FR,1849,moeda,Alegoria feminina,NORMATIVO,,baixo,no,https://www.stadtmuseum.leipzig.de/DE-MUS-853418/objekt=Z0037391
SCOUT-599,Bust of the Republic: [press photograph]/[Rol Agency],FR,1916,fotografia,Republic,MILITAR,,baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b6952880n
SCOUT-600,"Marianne Vogelweid, épouse de Hans Vogelweid = Marianne Vogelweid, Gattin von Hans Vogelweid, Mi-corps, face",FR,1913,indeterminado,Marianne,INDETERMINADO,,baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b10213156p
SCOUT-601,Medalla,ES,1873,medalha,República,FUNDACIONAL,,baixo,yes,http://ceres.mcu.es/pages/Main?idt=98650&inventary=1992/81/1611&table=FMUS&museum=MAN
SCOUT-602,Ficha,FR,1870,ficha,República,FUNDACIONAL,,baixo,yes,http://ceres.mcu.es/pages/Main?idt=2791&inventary=02790&table=FMUS&museum=MCM
SCOUT-603,"Pax und Respublica reichen sich die Hände, dahinter Caritas, Justitia und Prudentia.",BR,,indeterminado,Justitia,INDETERMINADO,,baixo,no,http://diglib.hab.de?grafik=35-5-geom-2f-2s-00004
SCOUT-604,Relieve de la República - Relieve,ES,1931,escultura,República,FUNDACIONAL,,baixo,yes,http://ceres.mcu.es/pages/Main?idt=129502&inventary=CE032775&table=FMUS&museum=MAECO
SCOUT-605,Exposición Universal de Lyon - Medalla,FR,1872,medalha,República,NORMATIVO,,baixo,yes,http://ceres.mcu.es/pages/Main?idt=2713&inventary=02712&table=FMUS&museum=MCM
SCOUT-606,"Frimärke ur Gösta Bodmans filatelistiska motivsamling, påbörjad 1950. Frimärke från Italien, 1953. Motiv av ""Republica Italiana""",IT,1953,selo,Republic,INDETERMINADO,,baixo,no,https://digitaltmuseum.se/0210114159593
SCOUT-607,Lo que puede suceder. - Estampa,ES,1870,estampa,República,CONTRA-ALEGORIA,,baixo,yes,http://ceres.mcu.es/pages/Main?idt=6813&inventary=CE5714&table=FMUS&museum=MNR
SCOUT-608,Veritas [The Repentant Revealing Truth and God´s Righteousness; Berouw brengt waarheid aan het licht en aanschouwt Gods rechtvaardigheid; Die Reue bringt die Wahrheit ans Licht im Angesicht von Gottes Gerechtigkeit],FR,,indeterminado,Alegoria feminina,INDETERMINADO,,muito-baixo,no,http://kk.haum-bs.de/?id=coornhert-d-v-wb3-0049
SCOUT-609,Gerechtigkeit (Iustitia),FR,,indeterminado,Alegoria feminina,INDETERMINADO,,muito-baixo,no,http://kk.haum-bs.de/?id=z-wb-viii-042
SCOUT-610,Onpartijdige rechtspraak der schepenen van Ghedeele,FR,,indeterminado,Alegoria feminina,INDETERMINADO,,muito-baixo,no,http://balat.kikirpa.be/object/104975
SCOUT-611,Das hohe Alter mit dem Bilde der Gerechtigkeit,FR,,indeterminado,Alegoria feminina,INDETERMINADO,,muito-baixo,no,http://kk.haum-bs.de/?id=j-e-nilson-ab3-0033
SCOUT-612,"Justizia und Pax, Species superbice",FR,1648,manuscrito,Alegoria feminina,INDETERMINADO,,muito-baixo,no,http://www.deutschefotothek.de/documents/obj/72051477
SCOUT-613,Gott regieret alles gerecht,DE,1701-1800,pintura,Alegoria feminina,INDETERMINADO,,muito-baixo,no,http://www.deutschefotothek.de/documents/obj/72066898
SCOUT-614,[18 mars] : [estampe] ([État unique]) / Pierre [i.e. Steinlen],FR,1894,estampa,Alegoria feminina,NORMATIVO,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b53188502h
SCOUT-615,"[Enfin seuls !] : [estampe] ([Un seul état, épreuve marquée au crayon rouge : ""N° 63""]) / [Steinlen]",FR,1894,estampa,Alegoria feminina,NORMATIVO,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b53188410n
SCOUT-616,"[18 mars] : [estampe] ([Un seul état, épreuve marquée au crayon rouge : ""N° 41""]) / PPierre [Petit Pierre, i.e. Steinlen]",FR,1894,estampa,Alegoria feminina,NORMATIVO,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b53188397q
SCOUT-617,"[Celle qui a mal tourné] : [estampe] ([Un seul état, épreuve marquée au crayon rouge : ""N° 63""]) / PP [Petit Pierre, i.e. Steinlen]",FR,1894,estampa,Alegoria feminina,NORMATIVO,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b53188408t
SCOUT-618,[Le lait] : [estampe] ([État avec remarque]) / Steinlen,FR,1916,estampa,Alegoria feminina,MILITAR,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b105109446
SCOUT-619,[Le Secours national] : [estampe] ([État avec remarque]) / Steinlen 1915,FR,1915,estampa,Alegoria feminina,MILITAR,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b10510680x
SCOUT-620,[Croquis - Deux poilus] : [estampe] ([État avec remarque]) / Steinlen 1915,FR,1915,estampa,Alegoria feminina,MILITAR,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b105107163
SCOUT-621,[L'aide aux blessés] : [estampe] ([État avec remarque]) / Steinlen,FR,1915,estampa,Alegoria feminina,MILITAR,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b105106694
SCOUT-622,[L'aide aux mutilés de guerre] : [estampe] ([État avec remarque]) / Steinlen 1915,FR,1915,estampa,Alegoria feminina,MILITAR,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b10510668p
SCOUT-623,"LA DEROVTE // ET CONFVSION DES // IANSSENISTES : [estampe, almanach] ([État I / III])",FR,1654,estampa,Alegoria feminina,NORMATIVO,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b6945300j
SCOUT-624,[Frontispice de thèse dédiée à Nicolas Faure de Berlise ( 1670)] : [estampe] ([2e état]) / Greg. Huret jnu. et fecit,FR,1641,estampa,Alegoria feminina,NORMATIVO,,muito-baixo,no,https://gallica.bnf.fr/ark:/12148/btv1b53254759f
