id,title,date,year,period,period_norm,creator,country,country_pt,medium,medium_norm,support,source_archive,url,thumbnail_url,description,citation_abnt,motif_str,tags_str,in_scope,scope_note,desincorporacao,rigidez_postural,dessexualizacao,uniformizacao_facial,heraldizacao,enquadramento_arquitetonico,apagamento_narrativo,monocromatizacao,serialidade,inscricao_estatal,purificacao_composto,regime_iconocratico,coded_by,coded_at,notes
FR-005,La République aimable (Félicien Rops),1871,1871,Third Republic (1870–1940),III República / II Império (FR),Félicien Rops,France,França,Engraving (estampe),Gravura/Estampe,estampa,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b531842166,,Satirical engraving by Belgian-French artist Félicien Rops depicting 'The Amiable Republic' — a subversive or eroticized representation of the Republic as a woman. Critical for understanding the contested gendered nature of republican allegory and its use in satirical press.,"ROPS, Félicien. La République aimable. 1871. 1 gravura. Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/ark:/12148/btv1b531842166.","République, Allégorie féminine, Satire, Corps féminin","Republic, female allegory, satire, Félicien Rops, eroticism",True,,0,0,0,0,1,0,1,2,1,0,0.5,normativo,iconocode-opus,2026-03-31T23:00:00Z,
FR-006,The French Crisis: Madame La République,1887,1887,Third Republic (1870–1940),III República / II Império (FR),Unknown,France,França,Political cartoon (estampe),Gravura/Estampe,estampa,Gallica,https://gallica.bnf.fr/ark:/12148/btv1b8438243t,,Political cartoon from 1887 showing 'Madame La République' during the French political crisis. The Republic personified as a woman under stress — a key document of how female allegory was deployed during political instability.,THE FRENCH crisis: Madame La République. 1887. 1 gravura. Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/ark:/12148/btv1b8438243t.,"République, Crise, Allégorie féminine, Caricature politique","Republic, political crisis, female allegory, cartoon, Marianne",True,,1,1,1,1,1,0,1,2,2,0,1.0,normativo,iconocode-opus,2026-03-31T23:00:00Z,
FR-007,République Française: 3e Emprunt de la Défense nationale,1917,1917,Third Republic / WWI (1914–1918),III República / II Império (FR),René Lelong (1871–1933),France,França,Propaganda poster (print/engraving),Gravura/Estampe,cartaz,Europeana / Gallica,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051217v,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10051217v/f1/full/full/0/native.jpg,"WWI propaganda poster for the 3rd National Defense loan. Marianne stands triumphantly above soldiers, embodying the Republic rallying her citizens to war. The female allegory mobilized for military propaganda — a critical junction of gender, state power, and visual persuasion.","LELONG, René. République Française: 3e Emprunt de la Défense nationale. 1917. 1 cartaz. Bibliothèque nationale de France. Disponível em: https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051217v.","Marianne, République, Guerre, Défense nationale, Allégorie féminine","Marianne, Republic, WWI, propaganda, defense loan, female allegory",True,,2,2,2,2,2,1,2,1,2,2,1.8,militar,iconocode-opus,2026-03-31T23:00:00Z,
FR-008,La République nous appelle... (Steinlen),1915,1915,Third Republic / WWI (1914–1918),III República / II Império (FR),Théophile Alexandre Steinlen (1859–1923),France,França,Lithograph / propaganda poster,Cartaz,cartaz,Europeana / Gallica,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10510623s,,"WWI recruitment poster: 'The Republic calls us...' — Marianne as a summoning female figure, calling citizens to arms. Steinlen's powerful composition shows the Republic-as-woman as a quasi-maternal/military figure demanding sacrifice.","STEINLEN, Théophile Alexandre. La République nous appelle. 1915. 1 litografia. Bibliothèque nationale de France. Disponível em: https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10510623s.","Marianne, République, Appel, Guerre, Allégorie féminine","Marianne, Republic, WWI, recruitment, Steinlen, female allegory",True,,1,1,2,1,1,0,1,1,2,2,1.2,militar,iconocode-opus,2026-03-31T23:00:00Z,
FR-009,Buste de la République (Agence Rol),Early 20th century,1950,Third Republic (1870–1940),III República / II Império (FR),Agence Rol (photographic agency),France,França,Press photograph,Fotografia,fotografia,Europeana / Gallica,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b6952880n,,Press photograph of a bust sculpture representing the French Republic. Busts of Marianne became ubiquitous in French town halls (mairies) under the Third Republic — the multiplication of the female allegorical form across thousands of civic spaces.,BUSTE de la République. [s.d.]. 1 fotografia de imprensa. Agence Rol. Bibliothèque nationale de France. Disponível em: https://www.europeana.eu/en/item/9200518/ark__12148_btv1b6952880n.,"République, Buste, Marianne, Mairie","Marianne, Republic, bust, mairie, civic space, press photograph",True,,2,3,2,2,2,2,3,3,2,3,2.4,normativo,iconocode-opus,2026-03-31T23:00:00Z,
FR-010,Le hochet de la République (Jean Veber),1868–1928 (artist's active period),1868,Third Republic (1870–1940),III República / II Império (FR),Jean Veber (1868–1928),France,França,Satirical print (estampe),Gravura/Estampe,estampa,Europeana / Gallica,https://www.europeana.eu/en/item/9200518/ark__12148_btv1b8577646g,,Satirical print 'The Rattle of the Republic' by Jean Veber. The Republic as a woman reduced to a toy or rattle — a critical/ironic commentary on the infantilization or trivialization of republican symbolism through its female form.,"VEBER, Jean. Le hochet de la République. [s.d.]. 1 gravura. Bibliothèque nationale de France. Disponível em: https://www.europeana.eu/en/item/9200518/ark__12148_btv1b8577646g.","République, Satire, Hochet, Allégorie féminine","Republic, satire, rattle, trivialization, female allegory",True,,0,0,1,1,1,0,0,2,1,0,0.6,normativo,iconocode-opus,2026-03-31T23:00:00Z,
FR-011,Illustrations de Calendrier et compost des bergiers (Danse macabre — female Justice figure),1531,1531,Renaissance,Renascimento/Moderno Inicial,Anonymous,France,França,Illustrated manuscript,Outro,frontispicio,Gallica,https://gallica.bnf.fr/services/engine/search/sru?query=justice+symbole+femme&filter=dc.type+all+%22image%22,,"Illustrations from the 'Calendar and Almanac of Shepherds' featuring the dance of death and allegorical figures including Justice. An early representation of Justice as a female figure within the memento mori tradition — the intersection of death, morality, and law.",CALENDRIER et compost des bergiers: La grant danse macabre. 1531. Manuscrito ilustrado. Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/.,"Justice, Danse macabre, Figure féminine, Manuscrit","Justice, danse macabre, death, female figure, Renaissance, manuscript",True,,1,1,2,2,0,2,0,2,1,0,1.1,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
FR-012,La Liberté guidant le peuple (Eugène Delacroix),1830,1830,19th century,Séc. XIX,Eugène Delacroix,France,França,Oil on canvas (260 × 325 cm),Pintura/Desenho,pintura,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Le_28_Juillet._La_Libert%C3%A9_guidant_le_peuple.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Eug%C3%A8ne_Delacroix_-_Le_28_Juillet._La_Libert%C3%A9_guidant_le_peuple.jpg,"'Liberty Leading the People' — the iconic image of the July Revolution of 1830. A bare-breasted female figure (Liberty/Marianne) leads armed citizens over barricades, holding the tricolour flag and a musket. The most powerful visual crystallization of the republic-as-woman — Warner's central case study, Agulhon's key image. Foundational for the entire Iconocracy project.","DELACROIX, Eugène. La Liberté guidant le peuple. 1830. 1 pintura, óleo sobre tela, 260 × 325 cm. Musée du Louvre, Paris. Disponível em: https://commons.wikimedia.org/wiki/File:Eug%C3%A8ne_Delacroix_-_Le_28_Juillet._La_Libert%C3%A9_guidant_le_peuple.jpg.","Liberty, Marianne, Revolution, tricolour","Liberty, Marianne, Delacroix, Revolution, July Revolution, Louvre, France, tricolour",True,,0,0,0,1,0,0,0,0,0,0,0.1,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
FR-013,Déclaration des droits de l'homme et du citoyen,1789,1789,French Revolution (1789–1799),Iluminismo (Séc. XVIII),Le Barbier l'aîné (des.); L. Laurent (grav.); Dien (grav.),France,França,Estampe (gravura),Gravura,estampa,Gallica (BnF),https://gallica.bnf.fr/ark:/12148/btv1b69480451.item,https://gallica.bnf.fr/ark:/12148/btv1b69480451/thumbnail,"Engraved broadside of the Declaration of the Rights of Man and Citizen (1789), designed by Le Barbier l'aîné and engraved by Laurent and Dien. The composition frames the text of the Declaration with two female allegorical figures — Liberty with Phrygian cap and Justice with scales — flanking a radiating triangle (Eye of Providence). Canonical image of Revolutionary visual rhetoric fusing law, allegory, and print.","LE BARBIER L'AÎNÉ (des.); LAURENT, L. (grav.); DIEN (grav.). Déclaration des droits de l'homme et du citoyen. 1789. 1 estampe. Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/ark:/12148/btv1b69480451.","Declaração dos Direitos, Alegoria feminina, Liberté, Marianne, Révolution française","Déclaration des droits, female allegory, Liberty, Justice, French Revolution, Marianne, legal iconography, broadside",True,,1,2,2,2,2,2,2,1,2,2,1.8,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
FR-014,Déclaration des droits de l'homme et du citoyen (variante),1789,1789,French Revolution (1789–1799),Iluminismo (Séc. XVIII),Anônimo,France,França,Estampe (gravura),Gravura,estampa,Gallica (BnF),https://gallica.bnf.fr/ark:/12148/btv1b8410817c.item,https://gallica.bnf.fr/ark:/12148/btv1b8410817c/thumbnail,"Anonymous engraved broadside variant of the Declaration of the Rights of Man and Citizen (1789). Presents the text of the Declaration within an allegorical decorative framework featuring female figures. Variant edition circulating alongside the canonical Le Barbier design, reflecting the proliferation of allegorical print culture during the Revolution.",DÉCLARATION des droits de l'homme et du citoyen (variante). 1789. 1 estampe. Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/ark:/12148/btv1b8410817c.,"Declaração dos Direitos, Alegoria feminina, Liberté, Révolution française","Déclaration des droits, female allegory, Liberty, French Revolution, anonymous, broadside, legal iconography",True,,1,2,2,2,2,2,2,1,2,2,1.8,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
FR-015,Allégorie pour le frontispice du compte-rendu au Roi par M. Necker,1781,1781,Enlightenment,Iluminismo (Séc. XVIII),Anônimo,France,França,Estampe (gravura),Gravura,estampa,Gallica (BnF),https://gallica.bnf.fr/ark:/12148/btv1b8410270p.item,https://gallica.bnf.fr/ark:/12148/btv1b8410270p/thumbnail,"Engraved allegorical frontispiece designed for Necker's 'Compte rendu au Roi' (1781), the public financial report that became a landmark in Ancien Régime transparency. Female allegorical figures — variously interpreted as Justice, Abundance, and Truth — frame the royal accounting. An early instance of female allegory deployed in the visual rhetoric of fiscal governance.",ALLÉGORIE pour le frontispice du compte-rendu au Roi par M. Necker. 1781. 1 estampe. Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/ark:/12148/btv1b8410270p.,"Alegoria feminina, Justiça, Abundância, Administração régia, Iluminismo","female allegory, Necker, Ancien Régime, fiscal governance, allegorical frontispiece, Enlightenment, state finance",True,,1,1,1,1,1,2,1,2,2,1,1.3,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
FR-016,Allégorie pour le frontispice du compte rendu au Roi par M. Necker (variante),1781,1781,Enlightenment,Iluminismo (Séc. XVIII),Anônimo,France,França,Estampe (gravura),Gravura,estampa,Gallica (BnF),https://gallica.bnf.fr/ark:/12148/btv1b6942595s.item,https://gallica.bnf.fr/ark:/12148/btv1b6942595s/thumbnail,Second variant of the allegorical engraving designed as frontispiece for Necker's 'Compte rendu au Roi' (1781). Female allegorical figures in a variant compositional arrangement. Documents the multiple print versions in circulation around this seminal text on royal finances and public accountability.,ALLÉGORIE pour le frontispice du compte rendu au Roi par M. Necker (variante). 1781. 1 estampe. Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/ark:/12148/btv1b6942595s.,"Alegoria feminina, Justiça, Abundância, Administração régia, Iluminismo","female allegory, Necker, Ancien Régime, fiscal governance, allegorical frontispiece, Enlightenment, variant edition",True,,1,1,1,1,1,2,1,2,2,1,1.3,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
FR-017,Allégorie pour servir de frontispice au compte-rendu au Roi par M. Necker,1781,1781,Enlightenment,Iluminismo (Séc. XVIII),Anônimo,France,França,Estampe (gravura),Gravura,estampa,Gallica (BnF),https://gallica.bnf.fr/ark:/12148/btv1b8410268m,https://gallica.bnf.fr/ark:/12148/btv1b8410268m/thumbnail,"Third allegorical engraving serving as frontispiece for Necker's 'Compte rendu au Roi' (1781). This variant reinforces the corpus of female allegorical imagery mobilized around the question of royal fiscal accountability in the late Ancien Régime. The three Necker frontispieces (FR-015, FR-016, FR-017) together document the visual politics of the transparency debate.",ALLÉGORIE pour servir de frontispice au compte-rendu au Roi par M. Necker. 1781. 1 estampe. Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/ark:/12148/btv1b8410268m.,"Alegoria feminina, Justiça, Abundância, Administração régia","female allegory, Necker, Ancien Régime, fiscal governance, allegorical frontispiece, Enlightenment, transparency",True,,1,1,1,1,1,2,1,2,2,1,1.3,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
FR-018,"[Liberté, Égalité, Fraternité — portrait allégorique d'Ernouf]",c. 1793–1800,1796,French Revolution (1789–1799),Iluminismo (Séc. XVIII),Garneray (des.); Quéverdo (grav.),France,França,Estampe (gravura),Gravura,estampa,Gallica (BnF),https://gallica.bnf.fr/ark:/12148/btv1b8412560z,https://gallica.bnf.fr/ark:/12148/btv1b8412560z/thumbnail,"Revolutionary allegorical print combining the motto Liberté, Égalité, Fraternité with a portrait of Ernouf. Designed by Garneray and engraved by Quéverdo, this composite image exemplifies the visual culture of the Directory period, deploying female allegorical figures to embody Republican values alongside the honored portrait. Documents the consolidation of Marianne iconography in post-Terror Republican print culture.","GARNERAY (des.); QUÉVERDO (grav.). [Liberté, Égalité, Fraternité — portrait allégorique d'Ernouf]. c. 1793–1800. 1 estampe. Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/ark:/12148/btv1b8412560z.","Liberté, Égalité, Fraternité, Alegoria feminina, République française, Marianne","Liberté Égalité Fraternité, female allegory, Marianne, French Revolution, République française, Directory period, Republican iconography",True,,1,1,2,1,2,2,1,2,1,2,1.5,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
FR-019,"Journée du Poilu, 25 et 26 décembre 1915, organisée par le Parlement",1915,1915,Third Republic / WWI (1914–1918),III República / II Império (FR),Théophile Alexandre Steinlen,France,França,Affiche (litografia),Gravura,cartaz,Gallica (BnF),https://gallica.bnf.fr/ark:/12148/btv1b9012753r.item,https://gallica.bnf.fr/ark:/12148/btv1b9012753r/thumbnail,"WWI charity poster by Steinlen (1915) for the 'Journée du Poilu' (Soldier's Day, December 25–26), organized by the French Parliament to raise funds for soldiers at the front. The composition depicts a French soldier in the foreground, with a female figure — embodying the Republic/Marianne — in an embrace or gesture of support behind him. One of Steinlen's key contributions to French WWI visual culture, combining social realism with Republican allegorical tradition.","STEINLEN, Théophile Alexandre. Journée du Poilu, 25 et 26 décembre 1915, organisée par le Parlement. 1915. 1 affiche (litografia). Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/ark:/12148/btv1b9012753r.","Marianne, Alegoria feminina, Soldado, WWI, République française, Propaganda","Marianne, female allegory, WWI, Steinlen, propaganda poster, French Republic, Journée du Poilu, Third Republic",True,,1,1,2,1,1,0,1,1,2,1,1.1,militar,iconocode-opus,2026-03-31T23:00:00Z,
FR-020,"Decretum Gratiani (manuscrito iluminado, BnF)",c. séc. XIII,1250,Período medieval (século XIII),Idade Média,Graciano (Gratianus) [autor do texto]; iluminador bolonhês anônimo,France,França,illuminated manuscript on parchment,iluminura/manuscrito,frontispicio,Gallica — Bibliothèque numérique de la BnF,https://gallica.bnf.fr/ark:/12148/btv1b10544534k.item,https://gallica.bnf.fr/ark:/12148/btv1b10544534k/thumbnail,"Manuscrito iluminado do Decretum Gratiani (Concordia discordantium canonum, c. 1140), coletânea de direito canônico compilada pelo monge Graciano em Bolonha, conservado na Bibliothèque nationale de France. Os manuscritos do Decretum são célebres por suas miniaturas iluminadas — especialmente capitais historiadas e frontispícios — que representam a Justitia como figura feminina com espada e balança, cenas de julgamento e disputas jurídicas. Produzido nos scriptoria bolonheses no século XIII, o exemplar da BnF integra a tradição dos manuscritos jurídicos iluminados que constituem o principal corpus medieval da iconografia da justiça. Digitalizado e disponível na plataforma Gallica.","GRACIANO. Decretum Gratiani (Concordia discordantium canonum). [Bolonha], séc. XIII. 1 manuscrito iluminado, pergaminho. Paris: Bibliothèque nationale de France. Disponível em: https://gallica.bnf.fr/ark:/12148/btv1b10544534k.item. Acesso em: 28 mar. 2026.","Justitia, alegoria da justiça, iconografia jurídica medieval, direito canônico, miniatura iluminada","Justitia, direito canônico, manuscrito medieval, iluminura, iconografia jurídica, Graciano, miniatura, Bolonha, BnF, Gallica",True,,1,2,2,2,1,2,1,0,0,1,1.2,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
FR-021,La Liberté guidant le peuple,1830,1830,,Monarquia de Julho (1830),Eugène Delacroix,France,França,Pintura a óleo sobre tela,Pintura/Desenho,pintura,Europeana (Louvre),https://www.europeana.eu/en/item/2063621/FRA_280_009,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fwww.dropbox.com%2Fs%2F4d3dud656o8hiz4%2FFR_la%2520Libert%25C3%25A9%2520guidant%2520le%2520peuple.jpg%3Fraw%3D1&type=IMAGE,"Pintura icônica de Delacroix representando a Liberdade como mulher com barrete frígio, seio nu, empunhando a bandeira tricolor e um mosquete, guiando o povo sobre barricadas durante a Revolução de Julho de 1830. Figura central da iconografia republicana francesa.",,"Marianne, Liberté",,True,,0,0,0,1,0,0,0,0,0,1,0.2,fundacional,iconocode-opus-4.6-image,2026-04-07,
FR-022,Notre-Dame des colonies,1909,1909,,III República (1870-1940),Jean Veber,France,França,Estampe / lithographie en couleur,Gravura/Estampe,gravura/litografia,Europeana (National Library of France),https://www.europeana.eu/en/item/9200518/ark__12148_btv1b8577655f,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b8577655f%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,"Litografia satírica de Jean Veber representando uma Marianne como ""Nossa Senhora das Colônias"" — paródia da iconografia religiosa e republicana a serviço da crítica ao imperialismo colonial francês. A figura feminina é apresentada com atributos marianos e coloniais simultaneamente.",,"Marianne, satire coloniale",,True,,0,0,1,0,0,0,0,1,1,0,0.3,contra-alegoria,iconocode-opus-4.6-image,2026-04-07,
FR-023,Bons de la Défense nationale,1916,1916,,III República / WWI (1914-1918),Anônimo,France,França,Affiche lithographique en couleur,Cartaz,cartaz,Europeana (National Library of France),https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100505003,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b100505003%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,"Cartaz de propaganda para bônus de defesa nacional durante a Primeira Guerra Mundial. Marianne aparece como figura convocatória, associada a símbolos patrióticos e militares, incentivando a subscrição de empréstimos de guerra.",,"Marianne, emprunt de guerre",,True,,2,1,2,3,2,1,2,3,2,3,2.1,militar,iconocode-opus-4.6-image,2026-04-07,
FR-024,3e Emprunt de la Défense nationale (République française),1917,1917,,III República / WWI (1914-1918),Anônimo,France,França,Affiche lithographique en couleur,Cartaz,cartaz,Europeana (National Library of France),https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051217v,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b10051217v%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,"Cartaz do 3o Empréstimo de Defesa Nacional da República Francesa (1917). Marianne é representada em posição hierática, investida de autoridade marcial, acima de cenas de mobilização militar. Instrumento de propaganda estatal para financiamento da guerra.",,"Marianne, emprunt de guerre",,True,,1,2,2,2,2,1,1,2,2,3,1.8,militar,iconocode-opus-4.6-image,2026-04-07,
FR-025,Emprunt national 1920 (Société générale),1920,1920,,III República / Pós-WWI (1918-1930),Anônimo,France,França,Affiche lithographique en couleur,Cartaz,cartaz,Europeana (National Library of France),https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100512310,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b100512310%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,"Cartaz do Empréstimo Nacional de 1920, patrocinado pela Société Générale. Marianne aparece como símbolo de reconstrução nacional no imediato pós-guerra, associada à estabilidade financeira e à continuidade republicana.",,"Marianne, emprunt national",,True,,1,0,1,1,1,1,0,1,2,2,1.0,normativo,iconocode-opus-4.6-image,2026-04-07,
FR-026,Emprunt national 1920 (Banque Nationale de Paris et des Pays-Bas),1920,1920,,III República / Pós-WWI (1918-1930),Anônimo,France,França,Affiche lithographique en couleur,Cartaz,cartaz,Europeana (National Library of France),https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051241d,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b10051241d%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,"Cartaz do Empréstimo Nacional de 1920, patrocinado pela Banque Nationale de Paris et des Pays-Bas. Variante institucional-bancária do cartaz de empréstimo, com Marianne em registro solene e institucional.",,"Marianne, emprunt national",,True,,1,0,3,1,2,0,1,1,2,2,1.3,normativo,iconocode-opus-4.6-image,2026-04-07,
FR-027,Emprunt de la Libération (Rente française 1918),1918,1918,,III República / WWI (1914-1918),Anônimo,France,França,Affiche lithographique en couleur,Cartaz,cartaz,Europeana (National Library of France),https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100512528,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b100512528%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,"Cartaz do Empréstimo da Libertação (1918), marcando a transição guerra–paz. Marianne/Liberté é invocada simultaneamente como símbolo de vitória militar e de reconstrução, em registro entre o MILITAR e o NORMATIVO.",,"Marianne, Liberté, emprunt",,True,,2,1,2,3,3,2,2,2,3,3,2.3,militar,iconocode-opus-4.6-image,2026-04-07,
FR-028,Prêtez à la France pour qu'elle grandisse dans le rayonnement de la Paix!,1920,1920,,III República / Pós-WWI (1918-1930),Anônimo,France,França,Affiche lithographique en couleur,Cartaz,cartaz,Europeana (National Library of France),https://www.europeana.eu/en/item/9200518/ark__12148_btv1b10051230j,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b10051230j%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,"Cartaz do Comptoir National d'Escompte de Paris (1920). ""Empreste à França para que ela cresça no esplendor da Paz!"" — Marianne é associada à Paz e ao crescimento nacional, num registro pós-bélico de transição para a normalidade institucional.",,"Marianne, France, Paix",,True,,0,0,0,0,0,0,1,1,1,1,0.4,normativo,iconocode-opus-4.6-image,2026-04-07,
FR-029,Emprunt national 1920 (Société centrale des banques de province),1920,1920,,III República / Pós-WWI (1918-1930),Anônimo,France,França,Affiche lithographique en couleur,Cartaz,cartaz,Europeana (National Library of France),https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100504964,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b100504964%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,"Cartaz do Empréstimo Nacional de 1920, emitido pela Société centrale des banques de province. Distribuição provincial do programa de empréstimos nacionais, com Marianne como signo de unidade nacional.",,"Marianne, emprunt national",,True,,1,1,1,2,1,1,1,2,3,2,1.5,normativo,iconocode-opus-4.6-image,2026-04-07,
FR-030,"En avant! Armée de l'Épargne, c'est pour la Patrie",1916,1916,,III República / WWI (1914-1918),Anônimo,France,França,Affiche lithographique en couleur,Cartaz,cartaz,Europeana (National Library of France),https://www.europeana.eu/en/item/9200518/ark__12148_btv1b100506817,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fgallica.bnf.fr%2Fiiif%2Fark%3A%2F12148%2Fbtv1b100506817%2Ff1%2Ffull%2F512%2C%2F0%2Fnative.jpg&type=IMAGE,"Cartaz de propaganda ""Em frente! Exército da Poupança, é pela Pátria"" (1916). Linguagem militarizada aplicada à economia de guerra — a poupança é apresentada como forma de serviço militar, com Marianne como comandante simbólica do ""exército"" dos poupadores.",,"Marianne, Patrie, épargne",,True,,1,2,1,2,2,2,1,0,2,2,1.5,militar,iconocode-opus-4.6-image,2026-04-07,
FR-031,Madame Anastasie (avec les ciseaux de la censure),1874,1874,III República / Ordre moral (1874),III República / Ordre moral (1874),André Gill,France,França,Litografia colorida (cromolitografia),Gravura/Estampe,gravura/litografia,,https://gallica.bnf.fr/ark:/12148/bpt6k1068692m,,"Capa de L'Éclipse no. 209: velha quase surda e cega agarrando tesouras enormes — personificação da censura da imprensa. Encarna o aparato repressivo do governo da Ordem Moral sob MacMahon. A ""Anastasie"" de Gill tornou-se a representação icônica francesa da censura.",,"Anastasie, censura, anti-Marianne","corpus/candidato, pais/FR, suporte/estampa, regime/contra-alegoria, #contra-alegoria",True,,0,0,1,0,1,0,0,0,2,0,0.4,contra-alegoria,iconocode-opus-4.6-metadata-refined,2026-04-07,
FR-032,La Paix — Idylle,1871,1871,Cerco de Paris / Guerra Franco-Prussiana (1871),Cerco de Paris / Guerra Franco-Prussiana (1871),Honoré Daumier,France,França,Litografia sobre papel jornal,Gravura/Estampe,gravura/litografia,,https://www.metmuseum.org/art/collection/search/757244,,"Litografia da série Actualités: paisagem devastada de ruínas após a Guerra Franco-Prussiana. O título irônico ""Paz — Idílio"" transforma o gênero pastoral/feminino do idílio em cena de destruição total.",,"Paix, ausência alegórica","corpus/candidato, pais/FR, suporte/estampa, regime/contra-alegoria, #ausencia-alegorica",True,,0,0,1,0,1,0,0,2,2,0,0.6,contra-alegoria,iconocode-opus-4.6-metadata-refined,2026-04-07,
FR-033,L'Empire c'est la paix,1870,1870,Queda do II Império (1870),Queda do II Império (1870),Honoré Daumier,France,França,"Litografia sobre papel, 23.5 x 18.3 cm",Gravura/Estampe,gravura/litografia,,https://www.metmuseum.org/art/collection/search/757135,,Litografia da série Actualités: campo de ruínas e ossos com inscrição sarcástica citando o motto inaugural de Napoleão III. A figura feminina alegórica da França/Paz está conspicuamente ausente da paisagem devastada.,,"Império, paz, ausência alegórica","corpus/candidato, pais/FR, suporte/estampa, regime/contra-alegoria, #ausencia-alegorica",True,,0,0,1,0,1,0,0,2,2,1,0.7,contra-alegoria,iconocode-opus-4.6-metadata-refined,2026-04-07,
FR-036,Calendrier républicain (An III),1794,1794,French Revolution (1789–1799),Revolução/República (FR),François-Marie-Isidore Quévédo (engraver),France,França,Engraving,Estampa,estampa,Gallica,,,Republican calendar (Year III) in two engraved panels. Upper register features female allegorical figures flanking a central medallion with fasces and Phrygian cap. Left panel: Liberty and Equality with civic attributes; right panel: agricultural scene under arched pediment. Columns of calendar months below in republican nomenclature. Decorative border with diamond patterns and medallions.,"QUÉVÉDO, François-Marie-Isidore. Calendrier républicain (An III). 1794. 1 gravura. Bibliothèque nationale de France. Disponível em: Gallica.","Alegoria feminina, Calendrier républicain, Liberté, Égalité","female allegory, republican calendar, Liberty, Equality, Revolution, France",True,,1,1,1,1,2,2,1,2,2,3,1.6,fundacional,iconocode-opus-4.6-metadata-refined,2026-04-07,
